clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
8.172,32,40,9493,6668,138,13,24,13,64.904,6787,6019,768,0,7786,16,0,40
8.172,144,40,9489,11179,139,13,25,13,89.708,8887,8119,768,0,8246,72,0,40
7.894,32,40,9665,6725,140,14,24,14,61.453,6916,6148,768,0,7901,16,0,40
7.894,144,40,9839,15908,141,14,25,14,82.372,8819,8051,768,0,8363,72,0,40
8.797,32,40,9718,7002,144,20,24,20,67.108,6854,6086,768,0,8079,16,0,40
8.797,144,40,9714,16653,145,20,25,20,88.833,8886,8118,768,0,8474,72,0,40
9.044,32,40,9497,6797,152,13,24,13,68.331,7001,6233,768,0,7854,16,0,40
9.025,144,40,9746,11652,153,13,25,13,86.758,8960,8192,768,0,8411,72,0,40
8.172,32,40,9522,6783,139,13,25,13,73.978,6877,6109,768,0,7818,16,0,40
8.172,144,40,9521,11294,140,13,26,13,109.402,8925,8157,768,0,8281,72,0,40
8.759,32,40,9686,6821,141,14,25,14,70.86,6941,6173,768,0,7980,16,0,40
8.759,144,40,9653,16012,142,14,26,14,97.777,9065,8297,768,0,8639,72,0,40
8.797,32,40,9754,7078,145,20,25,20,70.339,7203,6435,768,0,8027,16,0,40
8.797,144,40,9753,16729,146,20,26,20,90.436,9107,8339,768,0,8096,72,0,40
8.759,32,40,9861,6877,153,13,25,13,70.085,7175,6407,768,0,8141,16,0,40
8.759,144,40,10119,11719,154,13,26,13,89.393,8790,8022,768,0,8656,72,0,40
8.858,32,64,13023,9958,262,19,30,19,104.847,9064,8296,768,0,11323,16,0,64
8.858,144,64,14562,16959,263,19,31,19,125.838,12383,11615,768,0,12796,72,0,64
8.617,32,64,14818,11823,390,28,30,28,112.973,11415,10641,774,0,12359,16,0,64
8.067,144,40,18069,18688,391,20,23,20,84.319,12521,11753,768,0,15074,72,0,40
8.59,32,64,13974,12392,646,50,30,50,105.892,10825,10041,784,0,12227,16,0,64
8.847,144,64,18307,19822,647,26,31,26,135.415,15132,14364,768,0,15595,72,0,64
7.95,32,80,58239,28488,1158,75,38,75,305.591,27121,21614,768,4739,46764,16,0,80
7.931,144,640,126404,91782,1159,19,263,19,1021.093,88052,65902,768,21382,94774,72,0,640
8.759,32,80,13174,10516,266,22,40,22,101.526,9721,8953,768,0,10472,16,0,80
8.172,144,126,22274,21149,267,14,59,14,187.023,16995,16227,768,0,19150,72,0,126
7.894,32,80,13314,10573,268,23,40,23,100.375,9768,9000,768,0,10675,16,0,80
7.977,144,126,22592,21931,269,15,59,15,176.334,17461,16693,768,0,18925,72,0,126
8.815,32,80,13367,10826,272,29,40,29,112.249,9845,9077,768,0,11049,16,0,80
8.797,144,126,22467,22650,273,21,59,21,183.7,17666,16898,768,0,19344,72,0,126
9.044,32,80,13146,10626,280,22,40,22,114.375,10160,9392,768,0,10556,16,0,80
9.063,144,126,22499,21582,281,14,59,14,181.901,17309,16541,768,0,18934,72,0,126
8.759,32,80,13203,10631,267,22,41,22,115.204,9821,9053,768,0,10500,16,0,80
8.172,144,126,22306,21264,268,14,60,14,206.126,16709,15941,768,0,19055,72,0,126
8.778,32,80,13335,10669,269,23,41,23,116.43,10158,9390,768,0,10636,16,0,80
8.759,144,126,22406,22038,270,15,60,15,193.122,17162,16394,768,0,18713,72,0,126
8.815,32,80,13403,10930,273,29,41,29,114.276,10194,9426,768,0,10709,16,0,80
8.797,144,126,22506,22751,274,21,60,21,188.465,17106,16338,768,0,19078,72,0,126
8.759,32,80,13510,10724,281,22,41,22,114.945,9922,9154,768,0,11007,16,0,80
8.759,144,126,22872,21678,282,14,60,14,184.959,17388,16620,768,0,19291,72,0,126
8.858,32,80,15392,12615,390,28,38,28,112.4,11102,10334,768,0,13901,16,0,80
8.858,144,126,25523,25812,391,20,57,20,190.497,20418,19650,768,0,22426,72,0,126
8.617,32,80,16419,14529,518,37,38,37,113.048,13290,12518,772,0,13910,16,0,80
8.691,144,126,30822,28642,519,21,57,21,181.239,21355,20587,768,0,25774,72,0,126
8.884,32,80,16326,15039,774,59,38,59,119.46,13249,12481,768,0,14827,16,0,80
8.59,144,126,29012,28471,775,27,57,27,196.434,22280,21512,768,0,24804,72,0,126
7.95,32,80,56008,28835,1286,84,38,84,320.313,27408,21901,768,4739,43915,16,0,80
7.686,144,640,129413,96291,1287,20,263,20,1125.685,94874,72724,768,21382,98505,72,0,640
8.759,32,112,21687,16032,522,44,56,44,134.437,16799,16031,768,0,18585,16,0,112
8.842,144,126,25993,22789,523,20,59,20,195.548,21311,20543,768,0,24268,72,0,126
8.48,32,112,21842,16100,524,45,56,45,131.241,17314,16546,768,0,18699,16,0,112
7.931,144,126,26312,23574,525,21,59,21,187.769,21430,20662,768,0,23345,72,0,126
9.365,32,112,21881,16361,528,51,56,51,139.399,17385,16617,768,0,18980,16,0,112
9.346,144,126,26187,24306,529,27,59,27,189.659,21832,21064,768,0,23782,72,0,126
9.631,32,112,21659,16167,536,44,56,44,144.363,17356,16588,768,0,18646,16,0,112
9.421,144,126,26218,23246,537,20,59,20,194.844,21592,20824,768,0,24387,72,0,126
8.759,32,112,21716,16147,523,44,57,44,143.155,16874,16106,768,0,18635,16,0,112
8.842,144,126,26025,22904,524,20,60,20,215.215,22045,21277,768,0,24319,72,0,126
8.759,32,112,21848,16184,525,45,57,45,145.14,16935,16167,768,0,18783,16,0,112
8.759,144,126,26125,23677,526,21,60,21,199.616,21828,21060,768,0,23408,72,0,126
9.365,32,112,21916,16443,529,51,57,51,138.927,17200,16432,768,0,18953,16,0,112
9.346,144,126,26225,24388,530,27,60,27,192.957,21803,21035,768,0,23344,72,0,126
9.429,32,112,21927,16245,537,44,57,44,138.679,17021,16253,768,0,19286,16,0,112
9.421,144,126,26495,23368,538,20,60,20,190.961,21879,21111,768,0,23242,72,0,126
9.528,32,112,23905,18333,646,50,54,50,139.813,19098,18330,768,0,21511,16,0,112
9.52,144,126,29242,27248,647,26,57,26,195.42,24898,24130,768,0,26318,72,0,126
8.625,32,112,24932,19762,774,59,54,59,143.952,20519,19751,768,0,21814,16,0,112
8.654,144,126,34541,30252,775,27,57,27,185.697,25080,24312,768,0,29518,72,0,126
9.26,32,112,24839,20327,1030,81,54,81,156.062,20342,19574,768,0,22361,16,0,112
9.252,144,126,32731,30023,1031,33,57,33,207.596,27917,27149,768,0,29337,72,0,126
8.375,32,112,60169,33931,1542,106,54,106,357.774,33682,28175,768,4739,47714,16,0,112
8.236,144,640,132620,96644,1543,26,263,26,1091.153,96392,74242,768,21382,101673,72,0,640
8.797,32,112,24407,18341,1034,69,56,69,137.445,20444,19676,768,0,21261,16,0,112
9.383,144,126,37333,22658,1035,13,59,13,204.275,28803,28035,768,0,34083,72,0,126
8.518,32,112,24562,18423,1036,70,56,70,136.916,20401,19633,768,0,21411,16,0,112
8.555,144,126,37652,23458,1037,14,59,14,201.154,28763,27995,768,0,34074,72,0,126
9.421,32,112,24601,18663,1040,76,56,76,143.211,20233,19465,768,0,21551,16,0,112
9.44,144,126,37527,24170,1041,20,59,20,203.82,28933,28165,768,0,34566,72,0,126
9.668,32,112,24380,18455,1048,69,56,69,141.17,20639,19871,768,0,21697,16,0,112
9.631,144,126,37559,23097,1049,13,59,13,201.211,29037,28269,768,0,34185,72,0,126
8.797,32,112,24436,18456,1035,69,57,69,149.009,20373,19605,768,0,21322,16,0,112
9.383,144,126,37365,22773,1036,13,60,13,226.608,28646,27878,768,0,36114,72,0,126
9.383,32,112,24568,18495,1037,70,57,70,143.818,20162,19394,768,0,21440,16,0,112
9.402,144,126,37465,23546,1038,14,60,14,221.458,29327,28559,768,0,35083,72,0,126
9.421,32,112,24636,18767,1041,76,57,76,138.864,20351,19583,768,0,21627,16,0,112
9.44,144,126,37565,24275,1042,20,60,20,210.264,29082,28314,768,0,34238,72,0,126
8.815,32,112,24647,18571,1049,69,57,69,140.235,20649,19881,768,0,21519,16,0,112
9.383,144,126,37835,23226,1050,13,60,13,201.105,28920,28152,768,0,34372,72,0,126
8.882,32,112,26625,20495,1158,75,54,75,145.421,22517,21749,768,0,24160,16,0,112
9.461,144,126,40582,27180,1159,19,57,19,210.83,32200,31432,768,0,37635,72,0,126
8.64,32,112,27652,21924,1286,84,54,84,142.885,23657,22889,768,0,24541,16,0,112
8.711,144,126,45881,31038,1287,20,57,20,204.155,37360,36592,768,0,41112,72,0,126
8.943,32,112,27559,22706,1542,106,54,106,162.836,23728,22960,768,0,25193,16,0,112
9.216,144,126,44071,29771,1543,26,57,26,214.27,34930,34162,768,0,40543,72,0,126
8.356,32,112,60329,36478,2054,131,54,131,340.663,35999,30492,768,4739,47776,16,0,112
8.563,144,640,135768,97207,2055,19,263,19,1108.932,105160,83010,768,21382,104845,72,0,640
7.966,11,5,653,977,14,7,12,7,12.335,526,526,0,0,485,4,3,5
7.966,12,5,781,1079,15,7,13,7,14.49,569,564,0,5,505,5,2,5
8.59,12,10,3347,3324,138,69,12,69,24.399,2319,2319,0,0,3119,5,2,10
7.966,11,5,680,1054,15,7,13,7,13.477,617,617,0,0,517,4,3,5
7.966,12,5,808,1140,16,7,14,7,17.692,643,638,0,5,537,5,2,5
8.59,12,10,3374,3401,139,69,13,69,28.884,2368,2368,0,0,3151,5,2,10
8.59,12,10,8868,5213,138,69,12,69,37.11,4218,3622,0,596,7395,5,2,10
8.59,13,10,8996,5315,139,69,13,69,58.299,4281,3680,0,601,7431,6,1,10
7.984,13,10,10599,7107,262,131,10,131,67.609,5665,5069,0,596,9045,6,1,10
8.423,14,5,734,1327,14,7,12,7,13.533,663,663,0,0,617,4,6,5
8.423,14,5,740,1534,15,17,13,17,13.989,734,734,0,0,750,4,6,5
8.423,14,10,1152,1618,16,7,14,7,18.514,929,929,0,0,941,4,6,10
8.423,14,10,1157,1815,17,12,15,12,18.931,1013,1013,0,0,1007,4,6,10
8.423,16,5,769,1458,15,7,13,7,14.878,843,843,0,0,641,4,4,5
8.423,16,5,769,1673,16,17,14,17,15.237,900,900,0,0,675,4,4,5
8.423,18,10,1416,1836,17,7,15,7,18.604,1027,1022,0,5,964,6,0,10
8.423,18,10,1402,2032,18,12,16,12,18.597,1136,1131,0,5,1019,6,0,10
9.68,16,18,4573,4050,138,37,15,37,34.879,4181,4181,0,0,4169,6,4,18
9.68,16,18,4571,4583,139,42,16,42,35.914,4386,4386,0,0,4160,6,4,18
9.047,16,20,5322,4675,266,69,16,69,34.587,3702,3702,0,0,4867,6,4,20
9.653,16,38,7359,6111,267,42,24,42,50.244,6290,6290,0,0,6526,6,4,38
8.423,14,8,986,1437,16,7,13,7,17.279,735,735,0,0,740,4,6,8
8.423,14,8,991,1634,17,12,14,12,18.302,817,817,0,0,775,4,6,8
8.423,14,10,1180,1591,18,7,14,7,19.457,935,935,0,0,840,4,6,10
8.423,14,10,1248,1808,19,7,15,7,20.734,1029,1029,0,0,967,4,6,10
8.423,16,8,1021,1568,17,7,14,7,19.758,918,918,0,0,764,4,4,8
8.423,16,8,1020,1773,18,12,15,12,20.364,953,953,0,0,763,4,4,8
8.423,18,10,1444,1809,19,7,15,7,20.198,1027,1022,0,5,863,6,0,10
8.423,18,10,1493,2025,20,7,16,7,21.073,1158,1153,0,5,979,6,0,10
9.029,16,18,4569,4019,140,37,15,37,38.532,4163,4163,0,0,4128,6,4,18
9.029,16,18,4630,4554,141,37,16,37,39.134,4436,4436,0,0,4183,6,4,18
9.634,16,20,5318,4633,268,69,16,69,37.141,3707,3707,0,0,4830,6,4,20
9.672,16,38,7418,6077,269,37,24,37,55.842,6305,6305,0,0,6633,6,4,38
8.423,14,5,767,1410,15,7,13,7,15.946,758,758,0,0,653,4,6,5
8.423,14,5,773,1617,16,17,14,17,16.416,805,805,0,0,687,4,6,5
8.423,14,10,1185,1701,17,7,15,7,20.612,1034,1034,0,0,1010,4,6,10
8.423,14,10,1190,1898,18,12,16,12,21.503,1065,1065,0,0,976,4,6,10
8.423,16,5,802,1541,16,7,14,7,16.537,894,894,0,0,677,4,4,5
8.423,16,5,802,1756,17,17,15,17,17.192,907,907,0,0,676,4,4,5
8.423,18,10,1449,1919,18,7,16,7,23.501,1122,1117,0,5,1000,6,0,10
8.423,18,10,1435,2115,19,12,17,12,23.509,1175,1170,0,5,988,6,0,10
9.68,16,18,4606,4133,139,37,16,37,41.728,4256,4256,0,0,4204,6,4,18
9.68,16,18,4597,4666,140,42,17,42,42.383,4461,4461,0,0,4188,6,4,18
9.047,16,20,5355,4758,267,69,17,69,40.887,3653,3653,0,0,4904,6,4,20
9.653,16,38,7385,6194,268,42,25,42,60.444,6505,6505,0,0,6643,6,4,38
8.423,14,5,889,1394,17,7,13,7,15.316,786,786,0,0,712,4,6,5
8.423,14,5,895,1591,18,12,14,12,16.074,865,865,0,0,778,4,6,5
8.423,14,10,1243,1679,19,7,15,7,21.423,1091,1091,0,0,908,4,6,10
8.423,14,10,1312,1872,20,7,16,7,21.566,1188,1188,0,0,1036,4,6,10
8.423,16,5,924,1525,18,7,14,7,18.007,900,900,0,0,736,4,4,5
8.423,16,5,924,1730,19,12,15,12,17.275,942,942,0,0,735,4,4,5
8.423,18,10,1507,1897,20,7,16,7,23.209,1174,1169,0,5,931,6,0,10
8.423,18,10,1557,2089,21,7,17,7,24.142,1258,1253,0,5,1047,6,0,10
9.029,16,18,4600,4098,141,37,16,37,43.471,4411,4411,0,0,4131,6,4,18
9.029,16,18,4662,4627,142,37,17,37,42.048,4367,4367,0,0,4198,6,4,18
9.634,16,20,5349,4715,269,69,17,69,41.406,3706,3706,0,0,4833,6,4,20
9.672,16,38,7450,6147,270,37,25,37,61.129,6468,6468,0,0,6641,6,4,38
9.101,16,14,3994,4265,138,37,13,37,31.238,2282,2282,0,0,3693,4,4,14
9.101,16,14,3941,4748,139,42,14,42,33.245,2402,2402,0,0,3694,4,4,14
9.101,16,16,4188,4417,140,37,14,37,35.31,2560,2560,0,0,3859,4,4,16
9.101,16,16,4198,4902,141,37,15,37,34.916,2611,2611,0,0,3857,4,4,16
9.101,18,14,4029,4396,139,37,14,37,34.928,2486,2486,0,0,3716,8,0,14
9.101,18,14,3970,4887,140,42,15,42,34.691,2469,2469,0,0,3650,8,0,14
9.101,20,16,4452,4635,141,37,15,37,39.437,2689,2684,0,5,3880,10,0,16
9.101,20,16,4443,5119,142,37,16,37,40.005,2738,2733,0,5,3867,10,0,16
9.778,18,18,6809,6480,262,67,13,67,49.256,5773,5773,0,0,6674,8,2,18
9.778,18,18,7068,7269,263,67,14,67,48.115,5599,5599,0,0,6721,6,0,18
9.132,18,20,7845,7120,390,99,14,99,48.451,5298,5298,0,0,7466,8,2,20
9.741,18,38,9856,8786,391,67,22,67,65.523,7677,7677,0,0,9042,2,2,38
9.047,16,20,15502,8598,266,69,16,69,47.574,6823,5635,0,1188,12465,4,4,20
9.01,16,40,18514,10768,267,42,25,42,67.271,9302,7666,0,1636,14186,6,4,40
8.59,16,20,15469,8539,268,69,16,69,54.919,6576,5388,0,1188,12459,6,4,20
8.553,16,40,18544,10711,269,37,25,37,76.119,9502,7866,0,1636,14285,4,4,40
9.047,18,20,15537,8713,267,69,17,69,54.459,6906,5718,0,1188,12488,6,0,20
9.01,18,40,18543,10907,268,42,26,42,74.107,9117,7481,0,1636,14211,6,2,40
8.59,20,20,15733,8741,269,69,17,69,95.416,7043,5850,0,1193,12641,10,0,20
8.553,20,40,18789,10928,270,37,26,37,112.418,9098,7457,0,1641,14334,8,0,40
7.969,18,20,16967,10226,390,99,14,99,110.183,9444,8256,0,1188,14344,8,2,20
7.966,18,40,20259,12755,391,67,23,67,116.893,12019,10383,0,1636,16446,4,2,40
7.984,18,20,17649,10601,518,131,14,131,113.517,8553,7365,0,1188,14631,8,2,20
7.966,18,40,19611,12711,519,67,23,67,132.302,12308,10672,0,1636,15376,8,2,40
8.034,8,5,1871,1606,14,7,12,7,16.733,1173,789,384,0,1387,4,0,5
8.034,16,5,1871,1871,15,7,13,7,21.269,1438,1054,384,0,1387,0,16,5
8.034,8,5,1876,1738,16,10,12,10,15.214,1271,887,384,0,1396,4,0,5
8.034,16,5,1764,2245,17,10,13,10,19.459,1522,1138,384,0,1395,0,16,5
8.034,8,20,3072,2629,20,7,18,7,27.71,2092,1708,384,0,2200,4,0,20
8.034,16,20,3178,2978,21,7,19,7,33.351,2314,1930,384,0,2200,0,16,20
8.034,8,5,1770,1678,15,7,13,7,17.033,1327,943,384,0,1281,4,0,5
8.034,16,5,1765,1943,16,7,14,7,22.821,1579,1195,384,0,1275,0,16,5
8.034,8,5,1773,1796,17,10,13,10,17.885,1399,1015,384,0,1312,4,0,5
8.034,16,5,1829,2039,18,10,14,10,22.536,1635,1251,384,0,1303,0,16,5
8.034,16,20,3070,2815,21,7,19,7,28.256,2021,1760,256,5,1863,8,0,20
8.034,24,20,3171,3164,22,7,20,7,33.785,2270,2009,256,5,1955,4,16,20
8.034,16,40,7056,5503,138,21,24,21,48.593,4971,4715,256,0,5745,8,0,40
8.034,40,40,7261,6880,139,21,25,21,54.287,5422,5166,256,0,5844,20,0,40
8.621,16,40,8863,6387,266,40,24,40,52.794,6520,6264,256,0,7582,8,0,40
8.678,40,80,13221,11173,267,24,41,24,87.717,9962,9706,256,0,11093,16,0,80
8.659,16,40,8952,7289,522,69,24,69,52.891,6291,6035,256,0,7657,8,0,40
9.227,40,114,22677,15073,523,21,55,21,141.869,17865,17609,256,0,20449,20,0,114
8.034,8,8,2070,1884,16,10,13,10,19.853,1304,920,384,0,1540,4,0,8
8.034,16,8,2122,2127,17,10,14,10,24.547,1560,1176,384,0,1541,0,16,8
8.034,8,8,2075,2016,18,13,13,13,20.186,1401,1017,384,0,1549,4,0,8
8.034,16,8,2015,2501,19,13,14,13,22.831,1646,1262,384,0,1549,0,16,8
8.034,8,20,3111,2800,22,10,18,10,31.554,2139,1755,384,0,2289,4,0,20
8.034,16,20,3269,3127,23,10,19,10,34.695,2386,2002,384,0,2290,0,16,20
8.034,8,8,1969,1956,17,10,14,10,22.057,1416,1032,384,0,1434,4,0,8
8.034,16,8,1860,2463,18,10,15,10,26.077,1665,1281,384,0,1428,0,16,8
8.034,8,8,1972,2065,19,13,14,13,22.314,1508,1124,384,0,1465,4,0,8
8.034,16,8,1924,2550,20,13,15,13,27.915,2111,1727,384,0,1725,0,16,8
8.034,16,20,3109,2986,23,10,19,10,31.034,2076,1815,256,5,1985,8,0,20
8.034,24,20,3054,3665,24,10,20,10,37.493,2337,2076,256,5,2045,4,16,20
8.621,16,40,7063,5653,140,24,24,24,53.697,5076,4820,256,0,5838,8,0,40
8.621,40,40,7008,7536,141,24,25,24,60.185,5411,5155,256,0,5894,20,0,40
9.208,16,40,8870,6525,268,43,24,43,57.469,6295,6039,256,0,7672,8,0,40
8.696,40,80,13202,11427,269,27,41,27,101.636,10036,9780,256,0,11145,20,0,80
9.246,16,40,8959,7427,524,72,24,72,57.739,6344,6088,256,0,7743,8,0,40
9.246,40,114,22658,15332,525,24,55,24,140.954,17832,17576,256,0,20522,20,0,114
8.678,8,14,2403,2056,20,7,15,7,27.92,1468,1084,384,0,1678,4,0,14
8.678,16,14,2507,2405,21,7,16,7,30.579,1704,1320,384,0,1678,0,16,14
8.696,8,14,2408,2188,22,10,15,10,28.067,1561,1177,384,0,1687,4,0,14
8.696,16,14,2348,2867,23,10,16,10,29.579,1805,1421,384,0,1686,0,16,14
8.678,8,20,2996,2698,26,7,18,7,31.737,2128,1744,384,0,2011,4,0,20
8.678,16,20,3334,3191,27,7,19,7,36.633,2462,2078,384,0,3042,0,16,20
8.678,8,14,2302,2128,21,7,16,7,30.198,1568,1184,384,0,1572,4,0,14
8.678,16,14,2401,2477,22,7,17,7,33.953,1829,1445,384,0,1566,0,16,14
8.696,8,14,2305,2237,23,10,16,10,30.327,1662,1278,384,0,1603,4,0,14
8.696,16,14,2465,2564,24,10,17,10,35.439,1992,1608,384,0,1663,0,16,14
8.678,16,20,2994,2884,27,7,19,7,35.228,2171,1910,256,5,1772,8,0,20
8.678,24,20,3327,3377,28,7,20,7,38.095,2396,2135,256,5,2025,4,16,20
8.659,16,40,6948,5565,144,21,24,21,58.088,5225,4969,256,0,5787,8,0,40
8.659,40,40,7385,7050,145,21,25,21,62.904,5483,5227,256,0,5905,20,0,40
9.246,16,40,8755,6419,272,40,24,40,60.675,5991,5735,256,0,7622,8,0,40
8.621,40,80,13345,11335,273,24,41,24,101.222,9849,9593,256,0,11731,20,0,80
9.283,16,40,8844,7337,528,69,24,69,61.438,6205,5949,256,0,8142,8,0,40
9.283,40,114,22801,15218,529,21,55,21,147.71,17840,17584,256,0,20520,20,0,114
8.034,8,5,1902,1701,15,7,13,7,16.915,1250,866,384,0,1422,4,0,5
8.034,16,5,1897,1966,16,7,14,7,22.15,1515,1131,384,0,1417,0,16,5
8.034,8,5,1907,1833,17,10,13,10,16.937,1344,960,384,0,1431,4,0,5
8.034,16,5,1790,2340,18,10,14,10,22.774,1604,1220,384,0,1425,0,16,5
8.034,8,20,3103,2724,21,7,19,7,31.862,2140,1756,384,0,2235,4,0,20
8.034,16,20,3204,3073,22,7,20,7,39.584,2410,2026,384,0,2230,0,16,20
8.034,8,5,1801,1773,16,7,14,7,19.352,1371,987,384,0,1316,4,0,5
8.034,16,5,1791,2038,17,7,15,7,26.283,1633,1249,384,0,1305,0,16,5
8.034,8,5,1804,1891,18,10,14,10,21.313,1465,1081,384,0,1347,4,0,5
8.034,16,5,1699,2398,19,10,15,10,29.066,1939,1555,384,0,1763,0,16,5
8.034,16,20,3101,2910,22,7,20,7,34.7,2132,1871,256,5,1898,8,0,20
8.034,24,20,3197,3259,23,7,21,7,42.292,2351,2090,256,5,1985,4,16,20
8.034,16,40,7087,5598,139,21,25,21,58.263,5280,5024,256,0,5784,8,0,40
8.034,40,40,7287,6975,140,21,26,21,66.178,5529,5273,256,0,5875,20,0,40
8.621,16,40,8894,6482,267,40,25,40,59.322,6501,6245,256,0,7617,8,0,40
8.678,40,80,13247,11268,268,24,42,24,105.218,10092,9836,256,0,11041,20,0,80
8.659,16,40,8983,7384,523,69,25,69,60.366,6337,6081,256,0,7713,8,0,40
9.227,40,114,22703,15168,524,21,56,21,156.592,18044,17788,256,0,20509,20,0,114
8.034,8,5,1980,1853,17,10,13,10,17.094,1365,981,384,0,1520,4,0,5
8.034,16,5,2027,2096,18,10,14,10,21.838,1625,1241,384,0,1516,0,16,5
8.034,8,5,1985,1985,19,13,13,13,17.006,1467,1083,384,0,1529,4,0,5
8.034,16,5,1920,2470,20,13,14,13,20.661,1713,1329,384,0,1524,0,16,5
8.034,8,20,3181,2876,23,10,19,10,33.123,2292,1908,384,0,2333,4,0,20
8.034,16,20,3334,3203,24,10,20,10,37.523,2512,2128,384,0,2329,0,16,20
8.034,8,5,1879,1925,18,10,14,10,19.743,1436,1052,384,0,1414,4,0,5
8.034,16,5,1921,2168,19,10,15,10,24.683,1703,1319,384,0,1404,0,16,5
8.034,8,5,1850,2028,20,13,14,13,21.176,1548,1164,384,0,1413,4,0,5
8.034,16,5,1797,2513,21,13,15,13,26.73,1967,1583,384,0,1534,0,16,5
8.034,16,20,3179,3062,24,10,20,10,34.463,2277,2016,256,5,2028,8,0,20
8.034,24,20,3327,3389,25,10,21,10,40.121,2463,2202,256,5,2084,4,16,20
8.621,16,40,7101,5732,141,24,25,24,56.637,5274,5018,256,0,5851,8,0,40
8.621,40,40,7353,7087,142,24,26,24,66.107,5556,5300,256,0,5967,20,0,40
9.208,16,40,8908,6613,269,43,25,43,59.862,6240,5984,256,0,7702,8,0,40
8.696,40,80,13235,11509,270,27,42,27,105.636,10233,9977,256,0,11258,20,0,80
9.246,16,40,8997,7514,525,72,25,72,60.148,6507,6251,256,0,7782,8,0,40
9.246,40,114,22691,15406,526,24,56,24,150.101,18384,18128,256,0,19887,20,0,114
8.678,8,5,2169,1774,21,7,13,7,18.425,1428,1044,384,0,1645,4,0,5
8.678,16,5,2277,2123,22,7,14,7,21.851,1623,1239,384,0,1648,0,16,5
8.696,8,5,2174,1905,23,10,13,10,17.527,1499,1115,384,0,1654,4,0,5
8.696,16,5,2118,2584,24,10,14,10,20.627,1717,1333,384,0,1656,0,16,5
8.678,8,20,3242,2791,27,7,19,7,33.65,2339,1955,384,0,2202,4,0,20
8.678,16,20,3584,3230,28,7,20,7,36.957,2505,2121,384,0,3231,0,16,20
8.678,8,5,2068,1846,22,7,14,7,20.028,1438,1054,384,0,1539,4,0,5
8.678,16,5,2171,2195,23,7,15,7,24.763,1701,1317,384,0,1536,0,16,5
8.696,8,5,2039,1948,24,10,14,10,20.44,1564,1180,384,0,1540,4,0,5
8.696,16,5,1995,2627,25,10,15,10,26.157,2014,1630,384,0,1858,0,16,5
8.678,16,20,3240,2977,28,7,20,7,34.339,2207,1946,256,5,1963,8,0,20
8.678,24,20,3577,3416,29,7,21,7,40.845,2462,2201,256,5,2216,4,16,20
8.659,16,40,7098,5635,145,21,25,21,58.885,5059,4803,256,0,5845,8,0,40
8.659,40,40,7539,7098,146,21,26,21,65.672,5570,5314,256,0,5972,20,0,40
9.246,16,40,8905,6515,273,40,25,40,60.134,6287,6031,256,0,7694,8,0,40
8.621,40,80,13499,11388,274,24,42,24,104.396,9983,9727,256,0,11799,20,0,80
9.283,16,40,8994,7427,529,69,25,69,61.65,6309,6053,256,0,7761,8,0,40
9.283,40,114,22955,15279,530,21,56,21,147.988,17790,17534,256,0,20598,20,0,114
8.712,8,26,5964,4884,138,21,17,21,49.067,3191,2807,384,0,5128,4,0,26
8.712,32,26,6691,6361,139,21,18,21,54.138,3997,3613,384,0,5640,16,0,26
9.299,8,26,5969,5016,140,24,17,24,48.226,3280,2896,384,0,5137,4,0,26
9.299,32,26,6428,6999,141,24,18,24,54.94,4129,3745,384,0,5646,16,0,26
8.712,8,32,6557,5535,144,21,20,21,53.612,3879,3495,384,0,5721,4,0,32
8.712,32,32,7518,7084,145,21,21,21,60.569,4779,4395,384,0,6618,16,0,32
8.712,8,26,5863,4956,139,21,18,21,51.597,3282,2898,384,0,5023,4,0,26
8.712,32,26,6585,6433,140,21,19,21,58.784,4094,3710,384,0,5528,16,0,26
9.299,8,26,5834,5059,141,24,18,24,51.66,3437,3053,384,0,5022,4,0,26
9.299,32,26,6305,7042,142,24,19,24,58.248,4368,3984,384,0,5594,16,0,26
8.712,16,32,6555,5721,145,21,21,21,56.795,3829,3568,256,5,5349,8,0,32
8.712,40,32,7511,7270,146,21,22,21,63.921,4757,4496,256,5,5990,20,0,32
8.72,16,40,9229,7768,262,35,22,35,66.157,6565,6309,256,0,8318,8,0,40
8.72,40,40,10769,10353,263,35,23,35,76.038,7804,7548,256,0,9425,20,0,40
8.728,16,40,11042,8638,390,54,22,54,69.639,7784,7528,256,0,10704,8,0,40
9.344,40,80,17113,14938,391,38,39,38,112.913,12330,12074,256,0,15056,16,0,80
8.744,16,40,11353,9460,646,83,22,83,69.088,8042,7786,256,0,10577,8,0,40
9.315,40,114,25577,18267,647,35,53,35,149.573,19877,19621,256,0,22987,20,0,114
8.775,8,26,6058,6408,266,40,17,40,50.444,4273,3889,384,0,5207,4,0,26
8.775,24,26,8367,7914,267,24,18,24,58.979,5855,5471,384,0,7648,8,8,26
8.847,8,26,6063,6509,268,43,17,43,47.877,4326,3942,384,0,5217,4,0,26
8.847,24,26,8339,8125,269,27,18,27,58.192,5815,5431,384,0,7655,8,8,26
8.26,8,32,6651,7111,272,40,20,40,54.709,4952,4568,384,0,5803,4,0,32
8.26,24,32,9194,8637,273,24,21,24,64.489,6522,6138,384,0,8245,8,8,32
