clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
8.979,18,18,4643,4704,140,42,17,42,35.562,4343,4343,0,0,4261,6,6,18
9.206,18,18,4647,4136,141,37,16,37,35.885,4295,4295,0,0,4200,6,6,18
9.206,18,18,4708,4665,142,37,17,37,36.499,4363,4363,0,0,4280,6,6,18
9.251,20,18,6856,6518,262,67,13,67,41.861,5884,5884,0,0,6783,8,4,18
9.263,20,18,7114,7317,263,67,14,67,41.725,5775,5775,0,0,6790,8,4,18
8.858,20,20,16982,10260,390,99,14,99,88.31,9643,8454,0,1189,14266,8,4,20
8.835,20,40,20273,12717,391,67,23,67,101.978,12648,11011,0,1637,16009,6,4,40
8.835,18,20,5369,4709,266,69,16,69,32.852,3567,3567,0,0,4902,6,6,20
8.944,18,38,7405,6125,267,42,24,42,46.098,6418,6418,0,0,6506,6,6,38
8.933,18,20,5365,4667,268,69,16,69,33.295,3701,3701,0,0,4875,6,6,20
8.955,18,38,7464,6091,269,37,24,37,47.286,6228,6228,0,0,6502,6,6,38
8.835,18,20,5395,4792,267,69,17,69,37.056,3604,3604,0,0,4898,6,6,20
8.944,18,38,7431,6208,268,42,25,42,49.335,6424,6424,0,0,6477,6,6,38
9.229,18,20,5396,4749,269,69,17,69,35.965,3781,3781,0,0,4852,6,6,20
9.206,18,38,7496,6161,270,37,25,37,50.082,6610,6610,0,0,6496,6,6,38
9.297,20,20,7957,7118,390,99,14,99,39.437,5057,5057,0,0,7514,6,0,20
9.263,20,38,9902,8860,391,67,22,67,57.811,7987,7987,0,0,9127,8,4,38
8.905,20,20,17728,10635,518,131,14,131,87.719,8280,7091,0,1189,14601,8,4,20
8.835,20,40,19689,12721,519,67,23,67,111.263,12620,10983,0,1637,15410,8,4,40
8.419,8,5,2067,1704,14,7,12,7,12.693,1085,829,256,0,1461,4,0,5
8.419,16,5,2067,1969,15,7,13,7,17.653,1343,1087,256,0,1611,0,16,5
8.419,8,8,2318,1988,16,10,13,10,15.378,1234,978,256,0,1639,4,0,8
8.419,16,8,2318,2511,17,10,14,10,20.614,1478,1222,256,0,1765,0,16,8
8.419,8,14,2774,2156,20,7,15,7,20.193,1365,1109,256,0,1951,4,0,14
8.419,16,14,2774,2489,21,7,16,7,23.875,1618,1362,256,0,2026,0,16,14
8.419,8,5,2091,1799,15,7,13,7,14.138,1224,968,256,0,1459,4,0,5
8.419,16,5,2093,2064,16,7,14,7,20.21,1477,1221,256,0,1657,0,16,5
8.419,8,5,2221,1959,17,10,13,10,14.279,1285,1029,256,0,1580,4,0,5
8.419,16,5,2223,2194,18,10,14,10,19.301,1548,1292,256,0,1754,0,16,5
8.847,8,5,2417,1880,21,7,13,7,14.788,1352,1096,256,0,1796,4,0,5
8.847,16,5,2421,2213,22,7,14,7,18.56,1536,1280,256,0,1773,0,16,5
8.881,8,26,6212,5032,138,21,17,21,34.612,3253,2933,320,0,5281,4,0,26
8.847,32,26,6731,6373,139,21,18,21,42.336,3986,3666,320,0,5901,16,0,26
8.952,8,26,6332,6460,266,40,17,40,38.742,4526,4206,320,0,5537,4,0,26
8.928,24,26,8641,8010,267,24,18,24,43.119,5742,5422,320,0,7351,8,8,26
8.835,8,40,29746,14741,522,69,24,69,62.564,13186,10494,320,2372,23540,4,0,40
8.419,32,160,45734,27167,523,21,73,21,152.17,26567,20803,320,5444,34448,16,0,160
8.419,8,5,2124,1844,16,10,12,10,13.678,1198,942,256,0,1495,4,0,5
8.419,16,5,2116,2079,17,10,13,10,17.29,1415,1159,256,0,1619,0,16,5
8.419,8,8,2375,2128,18,13,13,13,15.649,1287,1031,256,0,1673,4,0,8
8.419,16,8,2367,2621,19,13,14,13,19.354,1532,1276,256,0,1773,0,16,8
8.419,8,14,2831,2296,22,10,15,10,20.152,1452,1196,256,0,1985,4,0,14
8.419,16,14,2823,2599,23,10,16,10,23.955,1694,1438,256,0,2034,0,16,14
8.419,8,5,2148,1939,17,10,13,10,14.663,1297,1041,256,0,1504,4,0,5
8.419,16,5,2142,2462,18,10,14,10,19.009,1522,1266,256,0,1659,0,16,5
8.419,8,5,2278,2099,19,13,13,13,14.285,1368,1112,256,0,1632,4,0,5
8.419,16,5,2272,2592,20,13,14,13,18.54,1613,1357,256,0,1761,0,16,5
8.858,8,5,2474,2019,23,10,13,10,14.271,1418,1162,256,0,1831,4,0,5
8.858,16,5,2470,2706,24,10,14,10,18.832,1765,1509,256,0,2140,0,16,5
8.858,8,26,6269,5172,140,24,17,24,35.107,3381,3061,320,0,5315,4,0,26
8.858,32,26,6780,7059,141,24,18,24,42.587,4132,3812,320,0,6075,16,0,26
8.952,8,26,6389,6569,268,43,17,43,36.397,4438,4118,320,0,5247,4,0,26
9.322,24,26,8690,8233,269,27,18,27,43.27,5908,5588,320,0,7527,8,8,26
9.229,8,40,29803,14894,524,72,24,72,63.882,13177,10485,320,2372,23539,4,0,40
8.813,32,160,45783,27418,525,24,73,24,152.758,25494,19730,320,5444,34032,16,0,160
8.419,8,20,3320,2717,20,7,18,7,23.497,2040,1784,256,0,2349,4,0,20
8.419,16,20,3322,3050,21,7,19,7,28.421,2300,2044,256,0,2424,0,16,20
8.419,8,20,3411,2896,22,10,18,10,25.301,2119,1863,256,0,2463,4,0,20
8.419,16,20,3413,3583,23,10,19,10,29.063,2366,2110,256,0,2514,0,16,20
8.419,8,20,3419,2794,26,7,18,7,25.39,2156,1900,256,0,2359,4,0,20
8.419,16,20,3549,3255,27,7,19,7,31.012,2464,2208,256,0,2742,0,16,20
8.419,8,20,3344,2812,21,7,19,7,25.735,2178,1922,256,0,2368,4,0,20
8.419,16,20,3348,3145,22,7,20,7,31.428,2436,2180,256,0,2470,0,16,20
8.419,8,20,3474,2972,23,10,19,10,25.457,2239,1983,256,0,2498,4,0,20
8.419,16,20,3478,3275,24,10,20,10,30.469,2502,2246,256,0,2556,0,16,20
8.847,8,20,3542,2887,27,7,19,7,25.557,2245,1989,256,0,2439,4,0,20
8.847,16,20,3676,3294,28,7,20,7,30.188,2564,2308,256,0,2810,0,16,20
8.881,8,32,6857,5643,144,21,20,21,40.574,3899,3579,320,0,5818,4,0,32
8.847,32,32,7506,7076,145,21,21,21,48.252,4824,4504,320,0,6636,16,0,32
8.952,8,32,6977,7123,272,40,20,40,42.654,5020,4700,320,0,5895,4,0,32
8.928,24,32,9416,8713,273,24,21,24,49.837,6714,6394,320,0,8695,8,8,32
8.835,8,40,29710,14734,528,69,24,69,78.167,13836,11144,320,2372,23757,4,0,40
8.419,32,160,45828,27246,529,21,73,21,169.494,27007,21243,320,5444,34505,16,0,160
8.419,8,5,1959,1776,15,7,13,7,14.274,1216,960,256,0,1354,4,0,5
8.419,16,5,1954,2041,16,7,14,7,19.403,1429,1173,256,0,1498,0,16,5
8.419,8,8,2210,2060,17,10,14,10,16.685,1351,1095,256,0,1532,4,0,8
8.419,16,8,2205,2583,18,10,15,10,21.591,1555,1299,256,0,1651,0,16,8
8.419,8,14,2666,2228,21,7,16,7,22.221,1506,1250,256,0,1844,4,0,14
8.419,16,14,2661,2561,22,7,17,7,26.394,1696,1440,256,0,1913,0,16,14
8.419,8,5,1983,1871,16,7,14,7,16.161,1296,1040,256,0,1340,4,0,5
8.419,16,5,1980,2136,17,7,15,7,22.243,1553,1297,256,0,1528,0,16,5
8.419,8,5,2113,2031,18,10,14,10,16.181,1355,1099,256,0,1470,4,0,5
8.419,16,5,2110,2554,19,10,15,10,21.064,1611,1355,256,0,1627,0,16,5
8.847,8,5,2309,1952,22,7,14,7,15.854,1356,1100,256,0,1666,4,0,5
8.847,16,5,2308,2285,23,7,15,7,20.721,1615,1359,256,0,1758,0,16,5
8.881,8,26,6104,5104,139,21,18,21,37.769,3269,2949,320,0,5156,4,0,26
8.847,32,26,6618,6445,140,21,19,21,44.396,4058,3738,320,0,5658,16,0,26
8.952,8,26,6224,6548,267,40,18,40,39.203,4389,4069,320,0,5202,4,0,26
8.928,24,26,8528,8098,268,24,19,24,46.108,5909,5589,320,0,7276,8,8,26
8.835,8,40,29638,14813,523,69,25,69,67.173,12860,10168,320,2372,23469,4,0,40
8.419,32,160,45621,27239,524,21,74,21,158.36,26018,20254,320,5444,33914,16,0,160
8.419,8,5,2021,1902,17,10,13,10,15.627,1399,1143,256,0,1411,4,0,5
8.419,16,5,2025,2137,18,10,14,10,21.541,1780,1524,256,0,1665,0,16,5
8.419,8,8,2272,2177,19,13,14,13,18.473,1431,1175,256,0,1590,4,0,8
8.419,16,8,2276,2670,20,13,15,13,24.144,2022,1766,256,0,1953,0,16,8
8.419,8,14,2728,2345,23,10,16,10,23.297,1594,1338,256,0,1902,4,0,14
8.419,16,14,2732,2648,24,10,17,10,28.758,2040,1784,256,0,2271,0,16,14
8.419,8,5,2045,1997,18,10,14,10,17.895,1403,1147,256,0,1402,4,0,5
8.419,16,5,2051,2232,19,10,15,10,23.81,1718,1462,256,0,1626,0,16,5
8.419,8,5,2143,2142,20,13,14,13,17.253,1470,1214,256,0,1500,4,0,5
8.419,16,5,2149,2635,21,13,15,13,24.102,1768,1512,256,0,1693,0,16,5
8.858,8,5,2339,2062,24,10,14,10,18.167,1468,1212,256,0,1698,4,0,5
8.858,16,5,2347,2365,25,10,15,10,22.474,1771,1515,256,0,1824,0,16,5
8.858,8,26,6134,5215,141,24,18,24,39.129,3286,2966,320,0,5179,4,0,26
8.858,32,26,6657,6526,142,24,19,24,45.995,4233,3913,320,0,5823,16,0,26
8.952,8,26,6254,6656,269,43,18,43,41.948,4587,4267,320,0,5232,4,0,26
9.322,24,26,8567,8320,270,27,19,27,48.218,6084,5764,320,0,7448,8,8,26
9.229,8,40,29668,14921,525,72,25,72,81.211,12982,10290,320,2372,23498,4,0,40
8.813,32,160,45660,27464,526,24,74,24,168.485,26678,20914,320,5444,33913,12,0,160
8.419,16,20,3318,2903,21,7,19,7,25.818,2010,1813,192,5,2088,8,0,20
8.419,24,20,3315,3236,22,7,20,7,30.953,2268,2071,192,5,2087,4,16,20
8.419,16,20,3409,3082,23,10,19,10,27.666,2076,1879,192,5,2210,8,0,20
8.419,24,20,3406,3769,24,10,20,10,32.966,2338,2141,192,5,2208,4,16,20
8.419,16,20,3417,2980,27,7,19,7,28.74,2103,1906,192,5,2121,8,0,20
8.419,24,20,3542,3441,28,7,20,7,33.252,2419,2222,192,5,2374,4,16,20
8.419,16,20,3342,2998,22,7,20,7,29.309,2190,1993,192,5,2123,8,0,20
8.419,24,20,3341,3331,23,7,21,7,35.97,2390,2193,192,5,2117,4,16,20
8.419,16,20,3472,3158,24,10,20,10,28.262,2197,2000,192,5,2248,8,0,20
8.419,24,20,3471,3845,25,10,21,10,34.302,2456,2259,192,5,2247,4,16,20
8.847,16,20,3540,3073,28,7,20,7,29.392,2288,2091,192,5,2194,8,0,20
8.847,24,20,3669,3480,29,7,21,7,34.027,2461,2264,192,5,2445,4,16,20
8.881,16,32,6855,5829,145,21,21,21,44.637,3846,3585,256,5,5575,8,0,32
8.847,40,32,7499,7262,146,21,22,21,53.25,4690,4429,256,5,6277,20,0,32
8.952,16,32,6975,7341,273,40,21,40,45.464,4950,4689,256,5,5603,8,0,32
8.928,32,32,9409,8931,274,24,22,24,53.231,6577,6316,256,5,7694,12,8,32
8.835,16,40,29708,14920,529,69,25,69,134.022,13653,11020,256,2377,23553,8,0,40
8.419,40,160,45821,27432,530,21,74,21,229.878,26394,20689,256,5449,33973,16,0,160
8.419,16,40,7304,5567,138,21,24,21,43.387,5104,4912,192,0,5989,8,0,40
8.419,40,40,7301,6912,139,21,25,21,49.916,5340,5148,192,0,6085,20,0,40
8.419,16,40,7363,5725,140,24,24,24,45.644,5111,4919,192,0,6077,8,0,40
8.419,40,40,7360,7616,141,24,25,24,52.737,5369,5177,192,0,6141,20,0,40
8.419,16,40,7371,5637,144,21,24,21,48.22,5080,4888,192,0,6156,8,0,40
8.419,40,40,7496,7074,145,21,25,21,53.493,5298,5106,192,0,6279,20,0,40
8.419,16,40,7328,5662,139,21,25,21,48.469,5162,4970,192,0,6010,8,0,40
8.419,40,40,7327,7007,140,21,26,21,56.131,5455,5263,192,0,6106,20,0,40
8.813,16,40,7394,5804,141,24,25,24,48.563,5223,5031,192,0,6076,8,0,40
8.813,40,40,7393,7695,142,24,26,24,54.638,5587,5395,192,0,6216,20,0,40
8.835,16,40,7398,5707,145,21,25,21,48.804,5153,4961,192,0,6070,8,0,40
8.835,40,40,7527,7122,146,21,26,21,54.378,5608,5416,192,0,6204,20,0,40
9.24,16,40,9529,7888,262,35,22,35,52.89,6431,6175,256,0,8560,8,0,40
9.206,40,40,10653,10601,263,35,23,35,60.958,7935,7679,256,0,9676,20,0,40
9.39,16,40,9912,9430,390,54,22,54,53.049,7465,7209,256,0,9030,8,0,40
8.952,40,40,12078,12156,391,38,23,38,64.414,9305,9049,256,0,10898,20,0,40
8.847,16,40,30738,15743,646,83,22,83,145.59,14270,11642,256,2372,24588,8,0,40
8.813,40,160,47235,29217,647,35,71,35,254.53,28582,22882,256,5444,35800,20,0,160
8.813,16,40,9137,6455,266,40,24,40,46.375,6252,6060,192,0,7840,8,0,40
8.419,40,80,13497,11193,267,24,41,24,81.733,9755,9563,192,0,11323,20,0,80
8.813,16,40,9196,6601,268,43,24,43,49.31,6160,5968,192,0,7934,8,0,40
8.419,40,80,13556,11459,269,27,41,27,83.875,9965,9773,192,0,11374,20,0,80
8.813,16,40,9204,6495,272,40,24,40,51.777,6137,5945,192,0,7999,8,0,40
8.419,40,80,13692,11347,273,24,41,24,85.896,10075,9883,192,0,11500,20,0,80
8.813,16,40,9161,6550,267,40,25,40,50.286,6250,6058,192,0,7845,8,0,40
8.419,40,80,13523,11288,268,24,42,24,86.888,10080,9888,192,0,11359,20,0,80
9.206,16,40,9227,6689,269,43,25,43,50.619,6192,6000,192,0,7935,8,0,40
8.813,40,80,13589,11541,270,27,42,27,85.428,10265,10073,192,0,11501,20,0,80
9.229,16,40,9231,6591,273,40,25,40,51.472,6287,6095,192,0,7931,8,0,40
8.835,40,80,13723,11400,274,24,42,24,85.929,10124,9932,192,0,11664,20,0,80
9.251,16,40,11361,8714,390,54,22,54,55.117,8063,7807,256,0,10370,8,0,40
8.881,40,80,16975,14654,391,38,39,38,92.928,12533,12277,256,0,15061,20,0,80
9.414,16,40,11744,10201,518,73,22,73,58.072,8819,8563,256,0,10879,8,0,40
8.952,40,80,18272,16197,519,41,39,41,93.288,14099,13843,256,0,16209,20,0,80
8.858,16,40,31611,16476,774,102,22,102,154.008,14476,11848,256,2372,25456,8,0,40
8.813,40,160,47775,30449,775,38,71,38,269.498,31608,25908,256,5444,36627,20,0,160
8.835,16,40,9226,7357,522,69,24,69,47.823,6397,6205,192,0,7900,8,0,40
8.847,40,114,22951,15049,523,21,55,21,113.027,18114,17922,192,0,19983,20,0,114
8.835,16,40,9285,7503,524,72,24,72,49.331,6286,6094,192,0,8016,8,0,40
8.847,40,114,23010,15320,525,24,55,24,118.188,17974,17782,192,0,20042,20,0,114
8.835,16,40,9293,7413,528,69,24,69,49.706,6217,6025,192,0,8221,8,0,40
8.847,40,114,23146,15186,529,21,55,21,115.594,17997,17805,192,0,20189,20,0,114
8.835,16,40,9250,7452,523,69,25,69,51.48,6239,6047,192,0,7976,8,0,40
8.847,40,114,22977,15144,524,21,56,21,123.428,18102,17910,192,0,20030,20,0,114
9.229,16,40,9316,7590,525,72,25,72,50.415,6451,6259,192,0,8057,8,0,40
8.858,40,114,23043,15394,526,24,56,24,121.228,18044,17852,192,0,20011,20,0,114
9.251,16,40,9320,7503,529,69,25,69,50.672,6476,6284,192,0,8061,8,0,40
8.835,40,114,23177,15247,530,21,56,21,121.28,17367,17175,192,0,20399,20,0,114
9.263,16,40,11675,9536,646,83,22,83,55.916,7694,7438,256,0,10666,8,0,40
9.24,40,114,25695,18613,647,35,53,35,124.64,19916,19660,256,0,23089,20,0,114
9.449,16,40,11827,11047,774,102,22,102,60.631,9144,8888,256,0,11307,8,0,40
9.368,40,114,26864,20153,775,38,53,38,131.079,21449,21193,256,0,23698,20,0,114
8.905,16,40,31700,17474,1030,131,22,131,153.978,14686,12058,256,2372,25560,8,0,40
9.229,40,160,49141,31141,1031,35,71,35,309.656,35734,30034,256,5444,38482,20,0,160
8.419,8,5,3502,2383,14,7,12,7,16.678,1827,1315,512,0,2382,0,8,5
8.419,64,5,3499,3568,15,7,13,7,37.215,3003,2491,512,0,3298,0,64,5
8.419,8,5,3674,2462,16,8,12,8,16.111,1867,1355,512,0,2488,0,8,5
8.419,64,5,3849,5103,17,8,13,8,34.965,3027,2515,512,0,3412,0,64,5
8.419,8,14,4207,3100,20,14,15,14,22.89,2139,1627,512,0,2862,0,8,14
8.419,64,14,4204,6209,21,14,16,14,42.084,3323,2811,512,0,3714,0,64,14
8.858,8,14,4494,2909,28,7,15,7,23.724,2218,1706,512,0,3146,0,8,14
8.847,64,17,4648,4489,29,7,17,7,43.697,3413,2901,512,0,3964,0,64,17
8.419,8,5,3531,2498,15,7,13,7,19.556,2083,1571,512,0,2548,0,8,5
8.419,64,5,3531,3683,16,7,14,7,40.522,3145,2633,512,0,2565,0,64,5
8.419,8,5,3727,2573,17,8,13,8,19.195,2073,1561,512,0,2615,0,8,5
8.419,64,5,3695,3782,18,8,14,8,37.705,3358,2846,512,0,2769,0,64,5
8.847,8,5,3859,2848,21,14,13,14,18.356,2168,1656,512,0,2712,0,8,5
8.847,64,5,3859,4037,22,14,14,14,36.289,3475,2963,512,0,2948,0,64,5
8.419,8,5,4222,2652,29,7,13,7,17.577,2132,1620,512,0,3085,0,8,5
8.419,64,5,4225,4101,30,7,14,7,35.574,3322,2810,512,0,3165,0,64,5
8.881,16,50,8664,6526,138,13,25,13,55.765,4297,3651,646,0,6578,8,0,50
8.881,128,50,9692,10956,139,13,26,13,84.641,6939,6293,646,0,8330,64,0,50
9.332,16,50,11739,8820,266,22,25,22,61.109,6945,6305,640,0,9901,8,0,50
9.092,64,5,12079,11361,267,14,11,14,41.727,6594,5954,640,0,9637,0,64,5
9.258,8,26,8083,7827,522,44,17,44,42.066,5558,4918,640,0,7009,0,8,26
9.667,80,50,13437,12947,523,20,26,20,80.997,9005,8365,640,0,10608,16,48,50
8.835,16,80,56749,27042,1034,69,40,69,105.606,23224,17845,640,4739,44406,8,0,80
8.847,128,640,123891,88507,1035,13,265,13,536.298,86075,64053,640,21382,91788,64,0,640
8.419,8,5,3670,2452,16,8,12,8,16.485,1870,1358,512,0,2450,0,8,5
8.419,64,5,3982,3661,17,8,13,8,34.867,3034,2514,520,0,3368,0,64,5
8.419,8,5,3843,2535,18,9,12,9,16.333,1841,1329,512,0,2949,0,8,5
8.419,64,5,4333,5200,19,9,13,9,31.68,3116,2604,512,0,3484,0,64,5
8.419,8,14,4377,3177,22,15,15,15,23.049,2128,1616,512,0,3255,0,8,14
8.419,64,14,4687,6302,23,15,16,15,39.315,3305,2793,512,0,3784,0,64,14
8.881,8,14,4664,2999,30,8,15,8,23.43,2219,1707,512,0,3412,0,8,14
8.858,64,17,5131,4597,31,8,17,8,40.45,3539,3027,512,0,4036,0,64,17
8.419,8,5,3699,2567,17,8,13,8,19.068,1996,1484,512,0,2485,0,8,5
8.419,64,5,4014,5216,18,8,14,8,37.148,3161,2649,512,0,2631,0,64,5
8.419,8,5,3895,2642,19,9,13,9,17.569,2134,1622,512,0,2683,0,8,5
8.419,64,5,4178,5315,20,9,14,9,34.48,3348,2836,512,0,2824,0,64,5
8.858,8,5,4029,2924,23,15,13,15,17.499,2216,1704,512,0,3107,0,8,5
8.858,64,5,4342,6049,24,15,14,15,33.182,3474,2962,512,0,3019,0,64,5
8.813,8,5,4392,2742,31,8,13,8,17.41,2244,1732,512,0,3351,0,8,5
8.813,64,5,4708,7087,32,8,14,8,32.197,3420,2908,512,0,3234,0,64,5
8.881,16,50,8834,6603,140,14,25,14,55.471,4425,3771,654,0,6844,8,0,50
8.858,128,50,10175,15849,141,14,26,14,82.301,7013,6367,646,0,8398,64,0,50
9.343,16,50,11909,8854,268,23,25,23,59.917,6924,6284,640,0,9710,8,0,50
9.486,64,5,12562,12140,269,15,11,15,37.996,6640,6000,640,0,9722,0,64,5
9.651,8,26,8249,7858,524,45,17,45,39.405,5534,4894,640,0,6874,0,8,26
9.678,80,50,13920,13723,525,21,26,21,77.42,8996,8356,640,0,10722,16,48,50
9.229,16,80,56919,27132,1036,70,40,70,107.142,23597,18218,640,4739,44350,8,0,80
8.858,128,640,124374,89319,1037,14,265,14,527.97,87842,65820,640,21382,91962,64,0,640
8.847,8,5,3670,2722,20,14,12,14,16.712,2005,1493,512,0,2477,0,8,5
8.847,64,5,3816,3911,21,14,13,14,34.485,3106,2594,512,0,3340,0,64,5
8.858,8,5,3857,2827,22,15,12,15,16.005,2048,1536,512,0,2916,0,8,5
8.858,64,5,4167,5944,23,15,13,15,31.598,3138,2626,512,0,3451,0,64,5
8.847,8,14,4376,3458,26,21,15,21,24.386,2379,1867,512,0,3217,0,8,14
8.847,64,14,4522,7051,27,21,16,21,38.829,3467,2955,512,0,3755,0,64,14
8.419,8,14,4662,3254,34,14,15,14,23.618,2397,1885,512,0,3339,0,8,14
8.419,64,17,4965,4840,35,14,17,14,40.484,3665,3153,512,0,3997,0,64,17
8.847,8,5,3699,2837,21,14,13,14,19.209,2169,1657,512,0,2512,0,8,5
8.847,64,5,3848,5946,22,14,14,14,38.508,3237,2725,512,0,2600,0,64,5
8.858,8,5,3895,2910,23,15,13,15,18.524,2246,1734,512,0,2710,0,8,5
8.858,64,5,4012,6043,24,15,14,15,35.688,3407,2895,512,0,2800,0,64,5
8.419,8,5,4027,3195,27,21,13,21,17.948,2350,1838,512,0,2826,0,8,5
8.419,64,5,4176,6788,28,21,14,21,32.951,3560,3048,512,0,2989,0,64,5
8.835,8,5,4390,2997,35,14,13,14,17.89,2311,1799,512,0,3183,0,8,5
8.835,64,5,4542,7810,36,14,14,14,32.165,3460,2948,512,0,3839,0,64,5
8.881,16,50,8832,6864,144,20,25,20,55.873,4545,3905,640,0,6792,8,0,50
8.858,128,50,10010,16577,145,20,26,20,81.647,7009,6369,640,0,8348,64,0,50
8.928,16,50,11907,9066,272,29,25,29,59.591,6997,6357,640,0,9729,8,0,50
9.508,64,5,12396,12814,273,21,11,21,37.537,6742,6102,640,0,9767,0,64,5
9.674,8,26,8240,8068,528,51,17,51,40.828,5775,5135,640,0,6928,0,8,26
9.258,80,50,13754,14395,529,27,26,27,77.498,9431,8791,640,0,10646,16,48,50
9.251,16,80,56917,27387,1040,76,40,76,107.732,24367,18987,640,4740,44342,8,0,80
8.419,128,640,124208,90042,1041,20,265,20,523.161,86080,64058,640,21382,91924,64,0,640
8.419,8,40,6428,4756,28,7,26,7,40.424,3989,3477,512,0,4434,0,8,40
8.419,64,40,6428,6205,29,7,27,7,60.758,5242,4730,512,0,5151,0,64,40
8.419,8,40,6600,4835,30,8,26,8,39.59,4096,3584,512,0,4736,0,8,40
8.419,64,40,6778,9180,31,8,27,8,56.603,5269,4757,512,0,5264,0,64,40
8.419,8,40,6653,5158,34,14,26,14,43.105,4202,3690,512,0,4852,0,8,40
8.419,64,40,6653,9971,35,14,27,14,61.003,5495,4975,520,0,5376,0,64,40
8.858,8,40,6684,4962,42,7,26,7,41.019,4239,3727,512,0,4502,0,8,40
8.847,64,40,6937,6706,43,7,27,7,59.165,5538,5026,512,0,5567,0,64,40
8.419,8,40,6457,4871,29,7,27,7,44.319,4167,3647,520,0,4469,0,8,40
8.419,64,40,6460,6320,30,7,28,7,70.876,5421,4909,512,0,5192,0,64,40
8.419,8,40,6653,4946,31,8,27,8,43.342,4313,3793,520,0,4667,0,8,40
8.419,64,40,6624,6419,32,8,28,8,65.265,5839,5327,512,0,5574,0,64,40
8.847,8,40,6785,5221,35,14,27,14,43.186,4427,3907,520,0,4897,0,8,40
8.847,64,40,6788,6674,36,14,28,14,61.961,5755,5243,512,0,5548,0,64,40
8.419,8,40,6892,5022,43,7,27,7,41.74,4331,3811,520,0,4646,0,8,40
8.419,64,40,7154,6738,44,7,28,7,60.048,5549,5037,512,0,5672,0,64,40
8.419,16,64,10214,7960,152,13,32,13,65.581,6163,5501,662,0,7645,8,0,64
8.881,128,64,11501,12711,153,13,33,13,94.264,8717,8077,640,0,9697,64,0,64
9.332,16,64,13289,10291,280,22,32,22,69.89,8483,7843,640,0,10508,8,0,64
9.092,64,40,15008,14002,281,14,25,14,62.951,9124,8484,640,0,11774,0,64,40
9.258,8,40,9633,9277,536,44,24,44,49.657,7018,6378,640,0,7849,0,8,40
9.667,80,64,15246,14727,537,20,33,20,89.532,10907,10259,648,0,12396,16,48,64
8.835,16,80,56710,27036,1048,69,40,69,149.508,25201,19822,640,4739,44852,8,0,80
8.847,128,640,124111,88869,1049,13,265,13,581.762,86606,64584,640,21382,92230,64,0,640
8.419,8,5,3273,2450,15,7,13,7,20.071,2042,1522,520,0,2282,0,8,5
8.419,64,5,3266,3635,16,7,14,7,40.124,3123,2611,512,0,2292,0,64,5
8.419,8,5,3445,2529,17,8,13,8,17.407,1965,1453,512,0,2257,0,8,5
8.419,64,5,3616,5170,18,8,14,8,38.08,3120,2608,512,0,2404,0,64,5
8.419,8,14,3978,3167,21,14,16,14,25.198,2238,1726,512,0,2629,0,8,14
8.419,64,14,3971,6276,22,14,17,14,46.376,3391,2879,512,0,2709,0,64,14
8.858,8,14,4265,2976,29,7,16,7,27.177,2320,1808,512,0,2915,0,8,14
8.847,64,17,4415,4556,30,7,18,7,49.086,3537,3025,512,0,3086,0,64,17
8.419,8,5,3302,2565,16,7,14,7,21.122,1998,1486,512,0,2182,0,8,5
8.419,64,5,3298,3750,17,7,15,7,47.471,3218,2706,512,0,2326,0,64,5
8.419,8,5,3498,2640,18,8,14,8,20.767,2095,1583,512,0,2385,0,8,5
8.419,64,5,3462,5289,19,8,15,8,44.766,3465,2953,512,0,2536,0,64,5
8.847,8,5,3630,2915,22,14,14,14,20.94,2193,1681,512,0,2482,0,8,5
8.847,64,5,3626,6024,23,14,15,14,42.056,3582,3070,512,0,2718,0,64,5
8.419,8,5,3993,2719,30,7,14,7,20.542,2125,1613,512,0,2856,0,8,5
8.419,64,5,3992,4168,31,7,15,7,41.973,3423,2911,512,0,2935,0,64,5
8.881,16,50,8435,6593,139,13,26,13,58.514,4372,3732,640,0,6348,8,0,50
8.881,128,50,9459,11023,140,13,27,13,91.105,7049,6403,646,0,7707,64,0,50
9.332,16,50,11510,8907,267,22,26,22,63.281,6904,6264,640,0,9473,8,0,50
9.092,64,5,11846,11448,268,14,12,14,44.994,6533,5893,640,0,9403,0,64,5
9.258,8,26,7850,7914,523,44,18,44,44.182,5577,4937,640,0,6593,0,8,26
9.667,80,50,13204,13034,524,20,27,20,89.299,9272,8632,640,0,10630,16,48,50
8.835,16,80,56520,27109,1035,69,41,69,114.243,23507,18128,640,4739,43951,8,0,80
8.847,128,640,123658,88574,1036,13,266,13,549.404,86179,64157,640,21382,91573,64,0,640
8.419,8,5,3361,2495,17,8,13,8,20.593,2077,1565,512,0,2244,0,8,5
8.419,64,5,3325,3702,18,8,14,8,41.619,3308,2796,512,0,2393,0,64,5
8.419,8,5,3533,2574,19,9,13,9,17.826,2129,1617,512,0,2349,0,8,5
8.419,64,5,3675,5237,20,9,14,9,37.706,3339,2827,512,0,2504,0,64,5
8.419,8,14,4066,3203,23,15,16,15,27.516,2353,1841,512,0,2722,0,8,14
8.419,64,14,4030,6334,24,15,17,15,47.221,3562,3050,512,0,2809,0,64,14
